content_replicate,TTT,RAF,MPR,MS
26KBx01_3,0,0,1.751824818,13
27KB_3,0,0,1.653992395,12.75
27KBx01_3,0,0,1.658273381,11.75
blank_4-20230621_M12,0,0,1.651567944,6.75
neg_2-20230621_M12,0,0,1.7593361,5.25
20KB_4,0,0,1.677042802,9.5
20KBx01_4,0,0,1.721830986,8.75
21KB_4,0,0,1.693227092,7
21KBx01_4,0,0,1.791821561,9
25KB_4,0,0,1.696035242,3.25
25KBx01_4,0,0,1.769503546,9.25
26KB_4,0,0,1.684210526,10.5
26KBx01_4,0,0,1.653979239,10.75
27KB_4,0,0,1.666666667,12.5
27KBx01_4,0,0,1.582758621,11.25
pos_1-20230621_M12,33,0.03030303,13.9543379,687.25
neg_3-20230621_M12,0,0,1.723320158,9.5
20KB_5,0,0,1.642023346,9.5
20KBx01_5,0,0,1.754448399,10.25
21KB_5,0,0,1.639846743,11.75
21KBx01_5,0,0,1.741007194,9.5
25KB_5,0,0,1.762557078,3.25
25KBx01_5,0,0,1.673539519,9.25
26KB_5,0,0,1.634920635,12.5
26KBx01_5,0,0,1.56462585,12.75
27KB_5,0,0,1.528776978,16.75
27KBx01_5,0,0,1.535211268,9.75
pos_2-20230621_M12,24,0.041666667,13.1752988,738.25
neg_4-20230621_M12,0,0,1.662835249,10
20KB_6,0,0,1.658730159,12.5
20KBx01_6,0,0,1.685121107,7.5
21KB_6,0,0,1.585551331,8.25
21KBx01_6,0,0,1.709219858,25.75
25KB_6,0,0,1.64556962,6.25
25KBx01_6,0,0,1.725,11.25
26KB_6,0,0,1.62195122,9.5
26KBx01_6,0,0,1.653571429,10.5
27KB_6,0,0,1.494382022,16
27KBx01_6,0,0,1.597122302,12.5
pos_3-20230621_M12,28.5,0.035087719,9.835294118,500.75
neg_5-20230621_M12,0,0,1.636363636,10
20KB_7,0,0,1.610294118,10
20KBx01_7,0,0,1.649305556,13.25
21KB_7,0,0,1.661417323,5.5
21KBx01_7,0,0,1.65942029,10.25
25KB_7,0,0,1.624505929,11
25KBx01_7,0,0,1.556291391,13
26KB_7,0,0,1.645833333,10.5
26KBx01_7,0,0,1.614285714,11.5
27KB_7,0,0,1.46350365,16.75
27KBx01_7,0,0,1.47766323,16.5
pos_4-20230621_M12,27,0.037037037,12.81509434,715
neg_6-20230621_M12,0,0,1.603773585,11
20KB_8,0,0,1.479245283,24.25
20KBx01_8,0,0,1.505084746,6.75
21KB_8,0,0,1.496212121,12
21KBx01_8,0,0,1.545138889,9
25KB_8,0,0,1.631111111,5.25
25KBx01_8,0,0,1.568965517,8.75
26KB_8,0,0,1.579831933,9.5
26KBx01_8,0,0,1.529616725,13.25
27KB_8,0,0,1.434306569,15.75
27KBx01_8,0,0,1.430555556,12
blank_1-20230623_M10,0,0,1.964497041,6.75
pos_5-20230623_M10,21.75,0.045977011,12.89528796,905
31KB_1,0,0,1.607038123,12.5
31KBx01_1,0,0,1.757575758,9.25
32KB_1,0,0,1.666666667,8.5
32KBx01_1,0,0,1.850574713,10.5
33KB_1,0,0,1.480225989,9.75
33KBx01_1,0,0,1.690860215,15.75
289KB_1,0,0,1.719512195,7.5
289KBx01_1,0,0,1.702777778,11.75
290KB_1,0,0,1.658892128,7.5
290KBx01_1,0,0,1.65,10.25
blank_2-20230623_M10,0,0,1.852941176,12.75
pos_6-20230623_M10,21.75,0.045977011,11.9,946
31KB_2,0,0,1.761111111,17.75
31KBx01_2,0,0,1.82962963,17
32KB_2,0,0,1.695652174,15.75
32KBx01_2,0,0,1.777227723,14.5
33KB_2,0,0,1.713450292,12.5
33KBx01_2,0,0,1.609375,21.75
289KB_2,0,0,1.723287671,11.25
289KBx01_2,0,0,1.774752475,18.5
290KB_2,0,0,1.633952255,12.75
290KBx01_2,0,0,1.615566038,18.75
blank_3-20230623_M10,0,0,1.732718894,15.5
neg_1-20230623_M10,0,0,1.996969697,5
31KB_3,0,0,1.754820937,16.25
31KBx01_3,0,0,1.87254902,15.5
32KB_3,0,0,1.620498615,13.75
32KBx01_3,0,0,1.907730673,12
33KB_3,0,0,1.68627451,11.25
33KBx01_3,0,0,1.720183486,20
289KB_3,0,0,1.598503741,18.25
289KBx01_3,0,0,1.582978723,18.25
290KB_3,0,0,1.706199461,18
290KBx01_3,0,0,1.75308642,14.75
blank_4-20230623_M10,0,0,1.720982143,16.75
neg_2-20230623_M10,0,0,1.805405405,13.75
31KB_4,0,0,1.67115903,20
31KBx01_4,0,0,1.816470588,19.75
32KB_4,0,0,1.717579251,15.25
32KBx01_4,0,0,1.767058824,16.25
33KB_4,0,0,1.793296089,10
33KBx01_4,0,0,1.739952719,18.25
289KB_4,0,0,1.699208443,15
289KBx01_4,0,0,1.722222222,14
290KB_4,0,0,1.747282609,16
290KBx01_4,0,0,1.688118812,14.25
pos_1-20230623_M10,27,0.037037037,25.73988439,1692.25
neg_3-20230623_M10,0,0,1.75443038,14
31KB_5,0,0,1.657963446,18
31KBx01_5,0,0,1.781176471,10.25
32KB_5,0,0,1.655072464,13
32KBx01_5,0,0,1.808716707,14.25
33KB_5,0,0,1.729577465,14
33KBx01_5,0,0,1.735362998,16
289KB_5,0,0,1.695876289,14.25
289KBx01_5,0,0,1.620689655,17
290KB_5,0,0,1.672131148,12.75
290KBx01_5,0,0,1.576744186,17.25
pos_2-20230623_M10,27,0.037037037,11.92821782,870.25
neg_4-20230623_M10,0,0,1.731578947,16.75
31KB_6,0,0,1.613333333,11
31KBx01_6,0,0,1.733178654,13
32KB_6,0,0,1.622641509,13.25
32KBx01_6,0,0,1.725995316,15.25
33KB_6,0,0,1.532467532,20
33KBx01_6,0,0,1.64399093,18.25
289KB_6,0,0,1.649076517,12
289KBx01_6,0,0,1.628440367,14.25
290KB_6,0,0,1.641304348,19.75
290KBx01_6,0,0,1.678486998,15.75
pos_3-20230623_M10,32.25,0.031007752,10.875,879.25
neg_5-20230623_M10,0,0,1.745454545,14.25
31KB_7,0,0,1.602631579,15.5
31KBx01_7,0,0,1.700234192,13
32KB_7,0,0,1.593314763,15.25
32KBx01_7,0,0,1.603139013,14.25
33KB_7,0,0,1.510526316,12.25
33KBx01_7,0,0,1.528384279,21
289KB_7,0,0,1.448598131,19.5
289KBx01_7,0,0,1.447257384,21.25
290KB_7,0,0,1.561712846,14.75
290KBx01_7,0,0,1.624390244,15.5
pos_4-20230623_M10,22.5,0.044444444,10.795,714.25
neg_6-20230623_M10,0,0,1.604591837,16.75
31KB_8,0,0,1.513297872,16.75
31KBx01_8,0,0,1.583892617,17.75
32KB_8,0,0,1.514986376,15.25
32KBx01_8,0,0,1.56626506,19.5
33KB_8,0,0,1.490140845,18.25
33KBx01_8,0,0,1.382231405,24
289KB_8,0,0,1.353365385,20
289KBx01_8,0,0,1.621026895,16
290KB_8,0,0,1.5078125,17.75
290KBx01_8,0,0,1.54939759,20.25
blank_1-20230623_M11,0,0,1.214123007,4.25
pos_5-20230623_M11,27.75,0.036036036,4.261363636,319.25
291KB_1,0,0,1.181405896,4.25
291KBx01_1,0,0,1.217002237,4.25
295KB_1,0,0,1.164009112,3.75
295KBx01_1,0,0,1.184855234,4.5
296KB_1,0,0,1.151927438,4
296KBx01_1,0,0,1.204899777,4.25
297KB_1,0,0,1.13258427,5
297KBx01_1,0,0,1.169642857,5.25
97KB_1,0,0,1.117647059,7.75
97KBx01_1,0,0,1.177777778,5.5
blank_2-20230623_M11,0,0,1.210176991,3.5
pos_6-20230623_M11,15.75,0.063492063,3.040632054,194
291KB_2,0,0,1.166666667,4.25
291KBx01_2,0,0,1.203904555,3.75
295KB_2,0,0,1.189376443,4.25
295KBx01_2,0,0,1.19612069,4
296KB_2,0,0,1.180995475,4
296KBx01_2,0,0,1.182978723,4
297KB_2,0,0,1.175675676,3
297KBx01_2,0,0,1.198257081,4.75
97KB_2,0,0,1.19376392,4
97KBx01_2,0,0,1.172489083,5
blank_3-20230623_M11,0,0,1.212719298,5
neg_1-20230623_M11,0,0,1.182648402,2.5
291KB_3,0,0,1.213483146,3.5
291KBx01_3,0,0,1.195698925,6
295KB_3,0,0,1.185430464,3.25
295KBx01_3,0,0,1.24,5
296KB_3,0,0,1.148148148,4.25
296KBx01_3,0,0,1.192719486,4.25
297KB_3,0,0,1.214128035,5.25
297KBx01_3,0,0,1.172631579,4.25
97KB_3,0,0,1.201793722,5.25
97KBx01_3,0,0,1.210176991,5
blank_4-20230623_M11,0,0,1.177730193,5.5
neg_2-20230623_M11,0,0,1.202733485,4.75
291KB_4,0,0,1.193832599,3.25
291KBx01_4,0,0,1.220302376,3
295KB_4,0,0,1.17218543,4.5
295KBx01_4,0,0,1.1875,5.75
296KB_4,0,0,1.171492205,5
296KBx01_4,0,0,1.181434599,3
297KB_4,0,0,1.1875,3.75
297KBx01_4,0,0,1.172268908,3.75
97KB_4,0,0,1.176855895,3.25
97KBx01_4,0,0,1.183585313,3.75
pos_1-20230623_M11,22.5,0.044444444,3.972222222,255.5
neg_3-20230623_M11,0,0,1.148796499,4
291KB_5,0,0,1.191629956,4.5
291KBx01_5,0,0,1.165957447,4
295KB_5,0,0,1.139380531,4.5
295KBx01_5,0,0,1.198275862,4.5
296KB_5,0,0,1.173719376,4.5
296KBx01_5,0,0,1.170940171,4.75
297KB_5,0,0,1.148230088,6
297KBx01_5,0,0,1.178723404,3.25
97KB_5,46.5,0.021505376,1.531453362,65.5
97KBx01_5,0,0,1.152173913,4.5
pos_2-20230623_M11,17.25,0.057971014,5.166287016,440.25
neg_4-20230623_M11,0,0,1.178571429,6.75
291KB_6,0,0,1.199105145,5
291KBx01_6,0,0,1.196936543,4.5
295KB_6,0,0,1.162946429,5
295KBx01_6,0,0,1.187096774,3.75
296KB_6,0,0,1.147826087,4.25
296KBx01_6,0,0,1.178343949,4.5
297KB_6,0,0,1.18574514,4.5
297KBx01_6,0,0,1.166666667,3.5
97KB_6,0,0,1.157549234,3.75
97KBx01_6,0,0,1.184035477,3.5
pos_3-20230623_M11,18.75,0.053333333,4.097902098,222.25
neg_5-20230623_M11,0,0,1.184855234,4
291KB_7,0,0,1.172566372,5
291KBx01_7,0,0,1.183406114,5
295KB_7,0,0,1.164835165,4
295KBx01_7,0,0,1.2,5.25
296KB_7,0,0,1.135076253,4.5
296KBx01_7,0,0,1.174193548,5
297KB_7,0,0,1.147058824,4.25
297KBx01_7,0,0,1.161290323,8
97KB_7,0,0,1.18021978,4.75
97KBx01_7,0,0,1.173333333,4
pos_4-20230623_M11,18,0.055555556,3.83632287,203.25
neg_6-20230623_M11,0,0,1.159036145,2.25
291KB_8,0,0,1.191343964,5.25
291KBx01_8,0,0,1.200440529,6
295KB_8,0,0,1.111856823,3
295KBx01_8,0,0,1.178807947,3.75
296KB_8,0,0,1.116883117,3.75
296KBx01_8,0,0,1.164113786,5.5
297KB_8,0,0,1.13667426,5.25
297KBx01_8,0,0,1.176470588,4.5
97KB_8,0,0,1.126914661,7.5
97KBx01_8,0,0,1.152838428,3.25
blank_1-20230623_M12,0,0,1.75862069,8.5
pos_5-20230623_M12,30.75,0.032520325,8.442804428,486.5
98KB_1,0,0,1.877192982,8.75
98KBx01_1,0,0,1.791338583,10.5
99KB_1,0,0,1.773109244,6.25
99KBx01_1,0,0,1.804780876,12.75
103KB_1,0,0,1.775100402,7.25
103KBx01_1,0,0,1.835294118,8.5
104KB_1,0,0,1.816326531,7.25
104KBx01_1,0,0,1.764925373,13
105KB_1,0,0,1.672064777,9
105KBx01_1,0,0,1.736220472,9.75
blank_2-20230623_M12,0,0,1.724137931,15.25
pos_6-20230623_M12,27,0.037037037,8.480701754,526.75
98KB_2,0,0,1.760456274,13
98KBx01_2,0,0,1.78021978,12
99KB_2,0,0,1.654676259,32.5
99KBx01_2,0,0,1.723684211,12.75
103KB_2,0,0,1.706521739,11.5
103KBx01_2,0,0,1.715231788,15
104KB_2,0,0,1.690391459,14.75
104KBx01_2,0,0,1.796610169,11.75
105KB_2,0,0,1.688644689,14
105KBx01_2,0,0,1.605863192,9.5
blank_3-20230623_M12,0,0,1.681208054,14.25
neg_1-20230623_M12,0,0,1.892241379,6.5
98KB_3,0,0,1.775665399,11
98KBx01_3,0,0,1.752508361,14
99KB_3,0,0,1.708920188,6.25
99KBx01_3,0,0,1.810631229,19
103KB_3,0,0,1.632996633,11.5
103KBx01_3,0,0,1.72,22.75
104KB_3,0,0,1.740740741,3
104KBx01_3,0,0,1.788395904,10.5
105KB_3,0,0,1.692028986,14.25
105KBx01_3,0,0,1.673539519,11.75
blank_4-20230623_M12,0,0,1.598684211,15.25
neg_2-20230623_M12,0,0,1.604895105,14.25
98KB_4,0,0,1.638888889,11.5
98KBx01_4,0,0,1.693548387,14
99KB_4,0,0,1.695340502,12.75
99KBx01_4,0,0,1.705882353,10
103KB_4,0,0,1.607843137,14.5
103KBx01_4,0,0,1.717532468,15.75
104KB_4,0,0,1.66442953,6.25
104KBx01_4,0,0,1.75,10
105KB_4,0,0,1.63028169,15.5
105KBx01_4,0,0,1.574675325,8.5
pos_1-20230623_M12,25.5,0.039215686,16.33333333,804.5
neg_3-20230623_M12,0,0,1.660958904,12.5
98KB_5,0,0,1.586206897,14.5
98KBx01_5,0,0,1.743333333,12.25
99KB_5,0,0,1.64874552,15.75
99KBx01_5,0,0,1.69579288,14.25
103KB_5,0,0,1.724489796,9.75
103KBx01_5,0,0,1.706270627,12.25
104KB_5,0,0,1.657439446,14.5
104KBx01_5,0,0,1.745098039,9
105KB_5,0,0,1.608540925,13.5
105KBx01_5,0,0,1.58496732,10
pos_2-20230623_M12,27,0.037037037,12.276,666.75
neg_4-20230623_M12,0,0,1.583333333,10.75
98KB_6,0,0,1.670250896,15.75
98KBx01_6,0,0,1.713815789,12.25
99KB_6,0,0,1.584837545,13.5
99KBx01_6,0,0,1.673076923,9
103KB_6,0,0,1.646864686,9.25
103KBx01_6,0,0,1.607594937,14.5
104KB_6,0,0,1.643835616,10
104KBx01_6,0,0,1.700325733,10.5
105KB_6,0,0,1.637362637,12.25
105KBx01_6,0,0,1.551282051,12.25
pos_3-20230623_M12,24,0.041666667,11.86311787,636.25
neg_5-20230623_M12,0,0,1.554794521,19
98KB_7,0,0,1.615658363,16
98KBx01_7,0,0,1.661184211,13.25
99KB_7,0,0,1.559139785,15.75
99KBx01_7,0,0,1.549689441,16
103KB_7,0,0,1.64983165,9.5
103KBx01_7,0,0,1.545454545,12.25
104KB_7,0,0,1.64573991,5
104KBx01_7,0,0,1.654605263,9.5
105KB_7,0,0,1.581560284,16.75
105KBx01_7,0,0,1.512738854,11
pos_4-20230623_M12,24,0.041666667,9.190140845,559
neg_6-20230623_M12,0,0,1.50877193,12.5
98KB_8,0,0,1.429054054,17
98KBx01_8,0,0,1.558139535,16
99KB_8,0,0,1.459074733,15
99KBx01_8,0,0,1.441717791,11.5
103KB_8,0,0,1.538720539,9.75
103KBx01_8,0,0,1.573770492,11.25
104KB_8,0,0,1.506622517,10.5
104KBx01_8,0,0,1.566455696,7.75
105KB_8,0,0,1.427118644,11.5
105KBx01_8,0,0,1.437106918,11.25
blank_1-20230626_M10,0,0,1.909090909,13.75
pos_5-20230626_M10,21,0.047619048,12.90953545,1027.5
109KB_1,0,0,1.895442359,16.75
109KBx01_1,0,0,1.920424403,14.25
110KB_1,0,0,1.863509749,17.75
110KBx01_1,0,0,1.968926554,14
111KB_1,0,0,1.869333333,20.5
111KBx01_1,0,0,1.767676768,21.25
115KB_1,0,0,1.822857143,8
115KBx01_1,0,0,1.923705722,12.5
116KB_1,0,0,1.907462687,20.25
116KBx01_1,0,0,1.845528455,19.25
blank_2-20230626_M10,0,0,1.875,11.75
pos_6-20230626_M10,20.25,0.049382716,13.54968944,947.5
109KB_2,0,0,1.83627204,16.25
109KBx01_2,0,0,1.844339623,13
110KB_2,0,0,1.798488665,19.75
110KBx01_2,0,0,1.846335697,20.75
111KB_2,0,0,1.82160804,19
111KBx01_2,0,0,1.825581395,17
115KB_2,0,0,1.883783784,15.25
115KBx01_2,0,0,1.904411765,26.75
116KB_2,0,0,1.916666667,13.5
116KBx01_2,0,0,1.750577367,23.75
blank_3-20230626_M10,0,0,1.825708061,18.25
neg_1-20230626_M10,0,0,1.884180791,12.25
109KB_3,0,0,1.82,16
109KBx01_3,0,0,1.825,17.75
110KB_3,0,0,1.575452716,31.5
110KBx01_3,0,0,1.768018018,19
111KB_3,0,0,1.830845771,14.75
111KBx01_3,0,0,1.779510022,24.75
115KB_3,0,0,1.748743719,18.5
115KBx01_3,0,0,1.812064965,20
116KB_3,0,0,1.758104738,16.25
116KBx01_3,0,0,1.747727273,21.5
blank_4-20230626_M10,0,0,1.721627409,20.5
neg_2-20230626_M10,0,0,1.739454094,12
109KB_4,0,0,1.79,13
109KBx01_4,0,0,1.825688073,16
110KB_4,0,0,1.692671395,20.75
110KBx01_4,0,0,1.784897025,21.75
111KB_4,0,0,1.701834862,22.25
111KBx01_4,0,0,1.753715499,26.25
115KB_4,0,0,1.775510204,17.25
115KBx01_4,0,0,1.790909091,21.5
116KB_4,0,0,1.847262248,12.25
116KBx01_4,0,0,1.69955157,20
pos_1-20230626_M10,21.75,0.045977011,13.44021739,1005.75
neg_3-20230626_M10,39.75,0.025157233,3.722358722,280.25
109KB_5,0,0,1.79950495,12
109KBx01_5,0,0,1.760348584,19
110KB_5,0,0,1.622857143,18
110KBx01_5,0,0,1.783599089,21.75
111KB_5,0,0,1.625,22.75
111KBx01_5,0,0,1.75,25
115KB_5,0,0,1.779746835,21.5
115KBx01_5,0,0,1.743303571,23.25
116KB_5,0,0,1.798866856,18.5
116KBx01_5,0,0,1.625541126,26.75
pos_2-20230626_M10,24.75,0.04040404,7.722358722,537.75
neg_4-20230626_M10,0,0,1.613272311,20.5
109KB_6,0,0,1.638297872,18.25
109KBx01_6,0,0,1.703862661,20.5
110KB_6,0,0,1.635933806,21.25
110KBx01_6,0,0,1.713333333,27.25
111KB_6,0,0,1.708530806,25.75
111KBx01_6,0,0,1.735555556,27.25
115KB_6,0,0,1.700251889,21
115KBx01_6,0,0,1.694382022,25.25
116KB_6,0,0,1.71967655,17.75
116KBx01_6,0,0,1.643652561,19
pos_3-20230626_M10,18,0.055555556,8.576744186,776.75
neg_5-20230626_M10,0,0,1.622377622,23.5
109KB_7,0,0,1.656818182,19.25
109KBx01_7,0,0,1.687234043,21.5
110KB_7,0,0,1.680094787,15.25
110KBx01_7,0,0,1.70917226,21.5
111KB_7,0,0,1.648960739,25.5
111KBx01_7,0,0,1.696774194,27.5
115KB_7,0,0,1.705570292,17.25
115KBx01_7,0,0,1.717889908,23
116KB_7,0,0,1.743661972,14.5
116KBx01_7,0,0,1.605790646,25
pos_4-20230626_M10,16.5,0.060606061,10.6013986,822.75
neg_6-20230626_M10,0,0,1.581609195,23
109KB_8,0,0,1.628078818,19
109KBx01_8,0,0,1.59447983,19.75
110KB_8,0,0,1.572104019,18.5
110KBx01_8,0,0,1.570212766,20.25
111KB_8,0,0,1.630806846,21.5
111KBx01_8,0,0,1.547368421,28.25
115KB_8,0,0,1.637055838,18
115KBx01_8,0,0,1.602197802,24.5
116KB_8,0,0,1.589285714,20.5
116KBx01_8,0,0,1.5,26.5
blank_1-20230626_M11,0,0,1.210884354,3.5
pos_5-20230626_M11,19.5,0.051282051,2.573951435,138.75
117KB_1,0,0,1.144680851,5.75
117KBx01_1,0,0,1.182017544,5.75
145KB_1,0,0,1.159645233,3.75
145KBx01_1,0,0,1.156652361,3
146KB_1,0,0,1.186403509,4.75
146KBx01_1,0,0,1.169892473,5.5
147KB_1,0,0,1.122055675,5.25
147KBx01_1,0,0,1.144680851,6
151KB_1,0,0,1.149553571,5.75
151KBx01_1,0,0,1.178807947,8
blank_2-20230626_M11,0,0,1.184782609,4.25
pos_6-20230626_M11,21,0.047619048,3.354347826,146.75
117KB_2,0,0,1.206896552,5.75
117KBx01_2,0,0,1.166666667,6
145KB_2,0,0,1.137044968,3.75
145KBx01_2,0,0,1.165618449,7
146KB_2,0,0,1.168085106,4.75
146KBx01_2,0,0,1.182795699,3.25
147KB_2,0,0,1.166315789,3.25
147KBx01_2,0,0,1.189765458,7
151KB_2,0,0,1.165948276,6.75
151KBx01_2,0,0,1.141327623,4.5
blank_3-20230626_M11,0,0,1.167741935,3.5
neg_1-20230626_M11,0,0,1.163716814,2.75
117KB_3,0,0,1.169892473,5.75
117KBx01_3,0,0,1.190677966,5.25
145KB_3,0,0,1.172043011,3.5
145KBx01_3,0,0,1.236442516,3.75
146KB_3,0,0,1.179487179,5.25
146KBx01_3,0,0,1.178947368,5
147KB_3,0,0,1.163865546,4.25
147KBx01_3,0,0,1.171247357,5.25
151KB_3,0,0,1.168103448,5.25
151KBx01_3,0,0,1.170995671,3.25
blank_4-20230626_M11,0,0,1.177489177,4.75
neg_2-20230626_M11,0,0,1.160869565,3
117KB_4,0,0,1.152219873,5.25
117KBx01_4,0,0,1.198329854,6.25
145KB_4,0,0,1.166666667,5.75
145KBx01_4,0,0,1.140495868,3.5
146KB_4,0,0,1.166320166,5
146KBx01_4,0,0,1.210300429,5
147KB_4,0,0,1.164926931,4.5
147KBx01_4,0,0,1.180645161,3.5
151KB_4,0,0,1.167381974,3.75
151KBx01_4,0,0,1.152360515,4.5
pos_1-20230626_M11,26.25,0.038095238,3.060324826,181.5
neg_3-20230626_M11,0,0,1.173626374,4.75
117KB_5,0,0,1.183982684,7.5
117KBx01_5,0,0,1.167014614,5.5
145KB_5,0,0,1.15483871,4.5
145KBx01_5,0,0,1.178571429,5.5
146KB_5,0,0,1.131687243,4.75
146KBx01_5,0,0,1.203023758,5.25
147KB_5,0,0,1.159751037,4.25
147KBx01_5,0,0,1.181818182,5.75
151KB_5,0,0,1.172949002,4.75
151KBx01_5,0,0,1.161637931,3.75
pos_2-20230626_M11,24.75,0.04040404,2.918918919,149
neg_4-20230626_M11,0,0,1.167023555,4.25
117KB_6,0,0,1.158008658,6
117KBx01_6,0,0,1.187110187,5.5
145KB_6,0,0,1.144957983,4.25
145KBx01_6,0,0,1.156118143,3.75
146KB_6,0,0,1.133333333,3.25
146KBx01_6,0,0,1.170886076,5.75
147KB_6,0,0,1.186695279,5.25
147KBx01_6,0,0,1.175704989,3.5
151KB_6,0,0,1.140969163,5.25
151KBx01_6,0,0,1.138297872,4
pos_3-20230626_M11,22.5,0.044444444,2.562637363,138
neg_5-20230626_M11,0,0,1.176086957,3.75
117KB_7,0,0,1.141025641,5.75
117KBx01_7,0,0,1.182008368,5.25
145KB_7,0,0,1.145336226,5.75
145KBx01_7,0,0,1.142857143,3.25
146KB_7,0,0,1.154008439,5.5
146KBx01_7,0,0,1.152866242,5.5
147KB_7,0,0,1.188596491,4.25
147KBx01_7,0,0,1.202197802,4.75
151KB_7,0,0,1.14254386,3.5
151KBx01_7,0,0,1.159388646,4.25
pos_4-20230626_M11,21,0.047619048,2.337748344,136.5
neg_6-20230626_M11,0,0,1.147321429,4.25
117KB_8,0,0,1.134615385,8.75
117KBx01_8,0,0,1.149159664,3.5
145KB_8,0,0,1.130151844,6.25
145KBx01_8,0,0,1.1416122,2.75
146KB_8,0,0,1.127118644,3
146KBx01_8,0,0,1.153526971,5.25
147KB_8,0,0,1.098532495,6.75
147KBx01_8,0,0,1.149028078,3.75
151KB_8,0,0,1.10845987,5
151KBx01_8,0,0,1.131465517,5.25
blank_1-20230626_M12,0,0,1.78358209,10.25
pos_5-20230626_M12,19.5,0.051282051,8.305555556,476.5
152KB_1,0,0,1.845238095,9.75
152KBx01_1,0,0,1.775362319,14.25
153KB_1,0,0,1.802521008,9.5
153KBx01_1,0,0,1.720430108,15
157KB_1,0,0,1.714285714,11.75
157KBx01_1,0,0,1.730909091,14.25
158KB_1,0,0,1.742971888,8.25
158KBx01_1,0,0,1.685920578,10
159KB_1,0,0,1.744,6.75
159KBx01_1,0,0,1.694852941,11
blank_2-20230626_M12,0,0,1.759322034,11
pos_6-20230626_M12,18,0.055555556,12.24041812,598
152KB_2,0,0,1.672297297,13.25
152KBx01_2,0,0,1.725490196,11.75
153KB_2,0,0,1.732851986,12
153KBx01_2,0,0,1.705882353,12.75
157KB_2,0,0,1.666666667,12.75
157KBx01_2,0,0,1.758064516,8.25
158KB_2,0,0,1.78030303,9
158KBx01_2,0,0,1.791666667,10.5
159KB_2,0,0,1.656462585,12.75
159KBx01_2,0,0,1.720930233,12
blank_3-20230626_M12,42.75,0.023391813,1.662420382,60.25
neg_1-20230626_M12,0,0,1.7375,19.25
152KB_3,0,0,1.685121107,15.75
152KBx01_3,0,0,1.704761905,15
153KB_3,0,0,1.617241379,12.25
153KBx01_3,0,0,1.701587302,14.75
157KB_3,0,0,1.614583333,16.5
157KBx01_3,0,0,1.662650602,10
158KB_3,0,0,1.656934307,11.75
158KBx01_3,0,0,1.797297297,8.5
159KB_3,0,0,1.627586207,13.75
159KBx01_3,0,0,1.679054054,12.5
blank_4-20230626_M12,0,0,1.664516129,13
neg_2-20230626_M12,0,0,1.635036496,12.75
152KB_4,0,0,1.581168831,13.75
152KBx01_4,0,0,1.775974026,9.75
153KB_4,0,0,1.616438356,13.5
153KBx01_4,0,0,1.759075908,12.25
157KB_4,0,0,1.624137931,15.5
157KBx01_4,0,0,1.700636943,8.5
158KB_4,0,0,1.666666667,13.5
158KBx01_4,0,0,1.702614379,8.5
159KB_4,0,0,1.625,8.75
159KBx01_4,0,0,1.638436482,9.5
pos_1-20230626_M12,29.25,0.034188034,9.064393939,479.5
neg_3-20230626_M12,0,0,1.636690647,14
152KB_5,0,0,1.627831715,14.5
152KBx01_5,0,0,1.666666667,7.5
153KB_5,0,0,1.616438356,11.5
153KBx01_5,0,0,1.639143731,9
157KB_5,0,0,1.643835616,13.5
157KBx01_5,0,0,1.676282051,7.5
158KB_5,0,0,1.550522648,13.5
158KBx01_5,0,0,1.697368421,10
159KB_5,0,0,1.531353135,12
159KBx01_5,0,0,1.566343042,8
pos_2-20230626_M12,24,0.041666667,8.286738351,507.75
neg_4-20230626_M12,0,0,1.61732852,13
152KB_6,0,0,1.580645161,14.25
152KBx01_6,0,0,1.644859813,9.25
153KB_6,36.75,0.027210884,4.524305556,254
153KBx01_6,0,0,1.689102564,8.5
157KB_6,0,0,1.581632653,10.25
157KBx01_6,0,0,1.677316294,14.25
158KB_6,0,0,1.576388889,13.25
158KBx01_6,0,0,1.687707641,11.5
159KB_6,0,0,1.602040816,10
159KBx01_6,0,0,1.885521886,2
pos_3-20230626_M12,20.25,0.049382716,12.22569444,560.25
neg_5-20230626_M12,0,0,1.637681159,12.25
152KB_7,41.25,0.024242424,3.495081967,191.25
152KBx01_7,0,0,1.70096463,6.5
153KB_7,0,0,1.580756014,10.25
153KBx01_7,0,0,1.655172414,6.5
157KB_7,0,0,1.5395189,13.5
157KBx01_7,0,0,1.71474359,8
158KB_7,0,0,1.517482517,15
158KBx01_7,0,0,1.615635179,11.5
159KB_7,0,0,1.52559727,13
159KBx01_7,0,0,1.567213115,12
pos_4-20230626_M12,19.5,0.051282051,11.5070922,738.25
neg_6-20230626_M12,0,0,1.494773519,15
152KB_8,0,0,1.458471761,9.25
152KBx01_8,0,0,1.5,11.5
153KB_8,0,0,1.428571429,13.25
153KBx01_8,0,0,1.524539877,12
157KB_8,0,0,1.444816054,13.5
157KBx01_8,0,0,1.531446541,14.75
158KB_8,0,0,1.551601423,13.25
158KBx01_8,0,0,1.603896104,11.5
159KB_8,0,0,1.456026059,12.25
159KBx01_8,0,0,1.506410256,11.25
blank_1-20230628_M10,0,0,1.940104167,11.25
pos_5-20230628_M10,25.5,0.039215686,11.7719715,921.25
163KB_1,0,0,1.886363636,10
163KBx01_1,0,0,1.997340426,8.5
164KB_1,0,0,1.91588785,7.75
164KBx01_1,0,0,1.914893617,12.5
